V,Cr,Ti,W,Zr,phases,slice_V,slice_Zr,temperature_k
0.8,0.1,0.02,0.075,0.005,"{""BCC_B2#1"": 0.9885585410596406, ""C15_LAVES#1"": 0.007443440771465805, ""FCC_L12#1"": 0.0007033901291290115, ""HCP_A3#2"": 0.0024355334926584823, ""ZRO2_MONO#1"": 0.0008590945471060888}",0.8,0.005,773.0
0.8,0.1,0.025,0.07,0.005,"{""BCC_B2#1"": 0.9884755318261762, ""C15_LAVES#1"": 0.0075599858598743635, ""FCC_L12#1"": 0.0006959782376561029, ""HCP_A3#2"": 0.0024189545028271944, ""ZRO2_MONO#1"": 0.0008495495734661395}",0.8,0.005,773.0
0.8,0.1,0.03,0.065,0.005,"{""BCC_B2#1"": 0.9869637866742759, ""C15_LAVES#1"": 0.008366791610909207, ""FCC_L12#1"": 0.0006886437858954505, ""HCP_A3#1"": 0.0024008479136630526, ""HCP_A3#2"": 0.0014619173630197424, ""ZRO2_MONO#1"": 0.00011801265223646656}",0.8,0.005,773.0
0.8,0.1,0.035,0.06,0.005,"{""BCC_B2#1"": 0.9866769087132812, ""C15_LAVES#1"": 0.008568983591236295, ""FCC_L12#1"": 0.0006812703365680586, ""HCP_A3#1"": 0.002383693364158167, ""HCP_A3#2"": 0.0016891439947562268}",0.8,0.005,773.0
0.8,0.1,0.04,0.055,0.005,"{""BCC_B2#1"": 0.9866343671807447, ""C15_LAVES#1"": 0.008646109304026933, ""FCC_L12#1"": 0.0006739029893821971, ""HCP_A3#1"": 0.002366795659635288, ""HCP_A3#2"": 0.0016788248662107789}",0.8,0.005,773.0
0.8,0.1,0.045,0.05,0.005,"{""BCC_B2#1"": 0.9866010396012677, ""C15_LAVES#1"": 0.008712809040518275, ""FCC_L12#1"": 0.0006665475336791506, ""HCP_A3#1"": 0.002349902806732979, ""HCP_A3#2"": 0.001669701017802148}",0.8,0.005,773.0
0.8,0.1,0.05,0.045,0.005,"{""BCC_B2#1"": 0.9865768542441034, ""C15_LAVES#1"": 0.008769178320706714, ""FCC_L12#1"": 0.0006592012737889638, ""HCP_A3#1"": 0.002332982613920197, ""HCP_A3#2"": 0.001661783547480942}",0.8,0.005,773.0
0.8,0.1,0.055,0.04,0.005,"{""BCC_B2#1"": 0.9865618001268269, ""C15_LAVES#1"": 0.008815251897835543, ""FCC_L12#1"": 0.0006518619683152595, ""HCP_A3#1"": 0.0023160039008119594, ""HCP_A3#2"": 0.0016550821062104397}",0.8,0.005,773.0
0.8,0.1,0.06,0.035,0.005,"{""BCC_B2#1"": 0.9865559411930398, ""C15_LAVES#1"": 0.008850989217122414, ""FCC_L12#1"": 0.0006445277308239199, ""HCP_A3#1"": 0.002298937387399829, ""HCP_A3#2"": 0.0016496044716142533}",0.8,0.005,773.0
0.8,0.1,0.065,0.03,0.005,"{""BCC_B2#1"": 0.9865594289187893, ""C15_LAVES#1"": 0.008876261768631086, ""FCC_L12#1"": 0.0006371969517889263, ""HCP_A3#1"": 0.002281756198984372, ""HCP_A3#2"": 0.001645356161806288}",0.8,0.005,773.0
0.8,0.1,0.07,0.025,0.005,"{""BCC_B2#1"": 0.9865725143564382, ""C15_LAVES#1"": 0.00889084129785822, ""FCC_L12#1"": 0.000629868237286473, ""HCP_A3#1"": 0.0022644361218315213, ""HCP_A3#2"": 0.0016423399865857556}",0.8,0.005,773.0
0.8,0.1,0.075,0.02,0.005,"{""BCC_B2#1"": 0.986595560476255, ""C15_LAVES#1"": 0.00889438801699898, ""FCC_L12#1"": 0.0006225403606821201, ""HCP_A3#1"": 0.0022469556995360104, ""HCP_A3#2"": 0.001640555446527771}",0.8,0.005,773.0
0.8,0.1,0.08,0.015,0.005,"{""BCC_B2#1"": 0.9866290555195162, ""C15_LAVES#1"": 0.008886438134829776, ""FCC_L12#1"": 0.0006152122244474903, ""HCP_A3#1"": 0.002229296227664454, ""HCP_A3#2"": 0.001639997893541929}",0.8,0.005,773.0
0.8,0.1,0.085,0.01,0.005,"{""BCC_B2#1"": 0.9866736279743022, ""C15_LAVES#1"": 0.008866390155692166, ""FCC_L12#1"": 0.0006078828298841644, ""HCP_A3#1"": 0.002211441682115605, ""HCP_A3#2"": 0.0016406573580060083}",0.8,0.005,773.0
0.8,0.1,0.09,0.005,0.005,"{""BCC_B2#1"": 0.9867300637285138, ""C15_LAVES#1"": 0.008833489489838463, ""FCC_L12#1"": 0.0006005512529339875, ""HCP_A3#1"": 0.0021933786021536656, ""HCP_A3#2"": 0.0016425169265602668}",0.8,0.005,773.0
0.8,0.1,0.095,0.0,0.005,"{""BCC_B2#1"": 0.9867993259402085, ""C15_LAVES#1"": 0.008786810976247138, ""FCC_L12#1"": 0.0005932166247669025, ""HCP_A3#1"": 0.0021750959397602875, ""HCP_A3#2"": 0.001645550519016983}",0.8,0.005,773.0
0.8,0.105,0.0,0.09,0.005,"{""BCC_B2#1"": 0.9889497119066764, ""C15_LAVES#1"": 0.006962192896298439, ""FCC_L12#1"": 0.0007257767165162318, ""HCP_A3#2"": 0.002474308975753497, ""ZRO2_MONO#1"": 0.0008880095047552835}",0.8,0.005,773.0
0.8,0.105,0.005,0.085,0.005,"{""BCC_B2#1"": 0.9888227652323329, ""C15_LAVES#1"": 0.007123199754138374, ""FCC_L12#1"": 0.000718154425578924, ""HCP_A3#2"": 0.002457410194012507, ""ZRO2_MONO#1"": 0.0008784703939370962}",0.8,0.005,773.0
0.8,0.105,0.01,0.08,0.005,"{""BCC_B2#1"": 0.9887057060351677, ""C15_LAVES#1"": 0.0072741084109874095, ""FCC_L12#1"": 0.0007106013932443544, ""HCP_A3#2"": 0.0024406544132346067, ""ZRO2_MONO#1"": 0.0008689297473661954}",0.8,0.005,773.0
0.8,0.105,0.015,0.075,0.005,"{""BCC_B2#1"": 0.9885992693482278, ""C15_LAVES#1"": 0.007414227564201813, ""FCC_L12#1"": 0.0007031035373502975, ""HCP_A3#2"": 0.002424011520360643, ""ZRO2_MONO#1"": 0.0008593880298592538}",0.8,0.005,773.0
0.8,0.105,0.02,0.07,0.005,"{""BCC_B2#1"": 0.9885037929040693, ""C15_LAVES#1"": 0.007543262079440685, ""FCC_L12#1"": 0.0006956495744671174, ""HCP_A3#2"": 0.002407451063280419, ""ZRO2_MONO#1"": 0.0008498443787424024}",0.8,0.005,773.0
0.8,0.105,0.025,0.065,0.005,"{""BCC_B2#1"": 0.9884193679089809, ""C15_LAVES#1"": 0.007661161118028929, ""FCC_L12#1"": 0.0006882304688477968, ""HCP_A3#2"": 0.0023909426625809047, ""ZRO2_MONO#1"": 0.0008402978415612712}",0.8,0.005,773.0
0.8,0.105,0.03,0.06,0.005,"{""BCC_B2#1"": 0.9866888234911108, ""C15_LAVES#1"": 0.008574836416010825, ""FCC_L12#1"": 0.0006808899857955798, ""HCP_A3#1"": 0.0023723832648321628, ""HCP_A3#2"": 0.0016830668422506355}",0.8,0.005,773.0
0.8,0.105,0.035,0.055,0.005,"{""BCC_B2#1"": 0.9866360194293915, ""C15_LAVES#1"": 0.008663128177896514, ""FCC_L12#1"": 0.0006735014283521443, ""HCP_A3#1"": 0.0023554856632437295, ""HCP_A3#2"": 0.0016718653011164974}",0.8,0.005,773.0
0.8,0.105,0.04,0.05,0.005,"{""BCC_B2#1"": 0.9865928970396521, ""C15_LAVES#1"": 0.008740465304112722, ""FCC_L12#1"": 0.0006661286132873795, ""HCP_A3#1"": 0.0023386232496215185, ""HCP_A3#2"": 0.0016618857933261668}",0.8,0.005,773.0
0.8,0.105,0.045,0.045,0.005,"{""BCC_B2#1"": 0.986559315366067, ""C15_LAVES#1"": 0.008807013614973052, ""FCC_L12#1"": 0.0006587680620409612, ""HCP_A3#1"": 0.0023217623543013237, ""HCP_A3#2"": 0.001653140602617882}",0.8,0.005,773.0
0.8,0.105,0.05,0.04,0.005,"{""BCC_B2#1"": 0.9865351825012597, ""C15_LAVES#1"": 0.00886289021341624, ""FCC_L12#1"": 0.0006514169328353613, ""HCP_A3#1"": 0.0023048689562142287, ""HCP_A3#2"": 0.0016456413962742933}",0.8,0.005,773.0
0.8,0.105,0.055,0.035,0.005,"{""BCC_B2#1"": 0.9865204733839125, ""C15_LAVES#1"": 0.008908144889761648, ""FCC_L12#1"": 0.0006440728788393837, ""HCP_A3#1"": 0.0022879102564834107, ""HCP_A3#2"": 0.0016393985910031388}",0.8,0.005,773.0
0.8,0.105,0.06,0.03,0.005,"{""BCC_B2#1"": 0.986515244478834, ""C15_LAVES#1"": 0.008942745077223145, ""FCC_L12#1"": 0.0006367339376067189, ""HCP_A3#1"": 0.002270855607057069, ""HCP_A3#2"": 0.0016344208992789676}",0.8,0.005,773.0
0.8,0.105,0.065,0.025,0.005,"{""BCC_B2#1"": 0.9865196466436867, ""C15_LAVES#1"": 0.008966562974967512, ""FCC_L12#1"": 0.0006293984450072649, ""HCP_A3#1"": 0.002253677019553479, ""HCP_A3#2"": 0.0016307149167848426}",0.8,0.005,773.0
0.8,0.105,0.07,0.02,0.005,"{""BCC_B2#1"": 0.9865339373794216, ""C15_LAVES#1"": 0.008979363609679266, ""FCC_L12#1"": 0.000622064968059698, ""HCP_A3#1"": 0.0022363494084850564, ""HCP_A3#2"": 0.0016282846343544342}",0.8,0.005,773.0
0.8,0.105,0.075,0.015,0.005,"{""BCC_B2#1"": 0.9865584934350069, ""C15_LAVES#1"": 0.008980792869198855, ""FCC_L12#1"": 0.000614732252484474, ""HCP_A3#1"": 0.0022188506688804147, ""HCP_A3#2"": 0.0016271307744291643}",0.8,0.005,773.0
0.8,0.105,0.08,0.01,0.005,"{""BCC_B2#1"": 0.9865938245503912, ""C15_LAVES#1"": 0.008970364761992224, ""FCC_L12#1"": 0.0006073991815113718, ""HCP_A3#1"": 0.0022011616507560897, ""HCP_A3#2"": 0.001627249855349008}",0.8,0.005,773.0
0.8,0.105,0.085,0.005,0.005,"{""BCC_B2#1"": 0.9866405889986551, ""C15_LAVES#1"": 0.008947447313435738, ""FCC_L12#1"": 0.0006000647434190858, ""HCP_A3#1"": 0.0021832660679566725, ""HCP_A3#2"": 0.0016286328765333707}",0.8,0.005,773.0
0.8,0.105,0.09,0.0,0.005,"{""BCC_B2#1"": 0.9866996115245938, ""C15_LAVES#1"": 0.008911246614557224, ""FCC_L12#1"": 0.000592728005792596, ""HCP_A3#1"": 0.002165150362812549, ""HCP_A3#2"": 0.001631263492243874}",0.8,0.005,773.0
0.8,0.11,0.0,0.085,0.005,"{""BCC_B2#1"": 0.988907079830809, ""C15_LAVES#1"": 0.007049546135661738, ""FCC_L12#1"": 0.0007181231471323214, ""HCP_A3#2"": 0.0024464889064187935, ""ZRO2_MONO#1"": 0.0008787619799776719}",0.8,0.005,773.0
0.8,0.11,0.005,0.08,0.005,"{""BCC_B2#1"": 0.988777141115604, ""C15_LAVES#1"": 0.007213493235259644, ""FCC_L12#1"": 0.0007104829239533516, ""HCP_A3#2"": 0.0024296603587435008, ""ZRO2_MONO#1"": 0.0008692223664394476}",0.8,0.005,773.0
0.8,0.11,0.01,0.075,0.005,"{""BCC_B2#1"": 0.9886575084397511, ""C15_LAVES#1"": 0.0073669176932216005, ""FCC_L12#1"": 0.0007029165673610314, ""HCP_A3#2"": 0.0024129757863123697, ""ZRO2_MONO#1"": 0.0008596815133538298}",0.8,0.005,773.0
0.8,0.11,0.015,0.07,0.005,"{""BCC_B2#1"": 0.9885489711863816, ""C15_LAVES#1"": 0.007509077811350772, ""FCC_L12#1"": 0.0006954086466683706, ""HCP_A3#2"": 0.002396403750961001, ""ZRO2_MONO#1"": 0.0008501386046379793}",0.8,0.005,773.0
0.8,0.11,0.02,0.065,0.005,"{""BCC_B2#1"": 0.9884518715054476, ""C15_LAVES#1"": 0.007639675156169643, ""FCC_L12#1"": 0.000687946896113093, ""HCP_A3#2"": 0.002379912482759811, ""ZRO2_MONO#1"": 0.0008405939595098154}",0.8,0.005,773.0
0.8,0.11,0.025,0.06,0.005,"{""BCC_B2#1"": 0.9883662821024868, ""C15_LAVES#1"": 0.007758679632069438, ""FCC_L12#1"": 0.0006805215717449757, ""HCP_A3#2"": 0.0023634703231104285, ""ZRO2_MONO#1"": 0.0008310463705885455}",0.8,0.005,773.0
0.8,0.11,0.03,0.055,0.005,"{""BCC_B2#1"": 0.9866521427207259, ""C15_LAVES#1"": 0.008664473962867042, ""FCC_L12#1"": 0.0006731673606736901, ""HCP_A3#1"": 0.002344693630710301, ""HCP_A3#2"": 0.0016655223250232711}",0.8,0.005,773.0
0.8,0.11,0.035,0.05,0.005,"{""BCC_B2#1"": 0.9865986316132519, ""C15_LAVES#1"": 0.008753128612788024, ""FCC_L12#1"": 0.0006657733028430233, ""HCP_A3#1"": 0.0023278301512883568, ""HCP_A3#2"": 0.0016546363198291596}",0.8,0.005,773.0
0.8,0.11,0.04,0.045,0.005,"{""BCC_B2#1"": 0.9865551435821192, ""C15_LAVES#1"": 0.008830447190103995, ""FCC_L12#1"": 0.0006583953936434756, ""HCP_A3#1"": 0.0023109999170932947, ""HCP_A3#2"": 0.0016450139170399456}",0.8,0.005,773.0
0.8,0.11,0.045,0.04,0.005,"{""BCC_B2#1"": 0.9865215137658677, ""C15_LAVES#1"": 0.008896621057529787, ""FCC_L12#1"": 0.0006510299791248781, ""HCP_A3#1"": 0.0022941672871888974, ""HCP_A3#2"": 0.0016366679102888275}",0.8,0.005,773.0
0.8,0.11,0.05,0.035,0.005,"{""BCC_B2#1"": 0.9864976321040291, ""C15_LAVES#1"": 0.00895178662897776, ""FCC_L12#1"": 0.0006436740936475551, ""HCP_A3#1"": 0.0022772964271538724, ""HCP_A3#2"": 0.0016296107461918098}",0.8,0.005,773.0
0.8,0.11,0.055,0.03,0.005,"{""BCC_B2#1"": 0.9864834620414704, ""C15_LAVES#1"": 0.008996005831553975, ""FCC_L12#1"": 0.0006363253030860534, ""HCP_A3#1"": 0.0022603529698075205, ""HCP_A3#2"": 0.0016238538540819406}",0.8,0.005,773.0
0.8,0.11,0.06,0.025,0.005,"{""BCC_B2#1"": 0.9864790555991553, ""C15_LAVES#1"": 0.009029250677239573, ""FCC_L12#1"": 0.0006289815837123464, ""HCP_A3#1"": 0.002243304967165642, ""HCP_A3#2"": 0.001619407172727269}",0.8,0.005,773.0
0.8,0.11,0.065,0.02,0.005,"{""BCC_B2#1"": 0.9864845664403022, ""C15_LAVES#1"": 0.009051390224144676, ""FCC_L12#1"": 0.0006216412286398015, ""HCP_A3#1"": 0.0022261233926954126, ""HCP_A3#2"": 0.0016162787142180847}",0.8,0.005,773.0
0.8,0.11,0.07,0.015,0.005,"{""BCC_B2#1"": 0.9865002623065381, ""C15_LAVES#1"": 0.009062178517168586, ""FCC_L12#1"": 0.0006143027754183067, ""HCP_A3#1"": 0.00220878236567157, ""HCP_A3#2"": 0.0016144740352031033}",0.8,0.005,773.0
0.8,0.11,0.075,0.01,0.005,"{""BCC_B2#1"": 0.986526537897259, ""C15_LAVES#1"": 0.009061242441282142, ""FCC_L12#1"": 0.0006069649498439057, ""HCP_A3#1"": 0.002191259206415284, ""HCP_A3#2"": 0.0016139955051997048}",0.8,0.005,773.0
0.8,0.11,0.08,0.005,0.005,"{""BCC_B2#1"": 0.9865639290412379, ""C15_LAVES#1"": 0.009048068683546172, ""FCC_L12#1"": 0.0005996266221431901, ""HCP_A3#1"": 0.002173534388851416, ""HCP_A3#2"": 0.001614841264221096}",0.8,0.005,773.0
0.8,0.11,0.085,0.0,0.005,"{""BCC_B2#1"": 0.9866131288693347, ""C15_LAVES#1"": 0.00902198917977258, ""FCC_L12#1"": 0.0005922867726603568, ""HCP_A3#1"": 0.0021555914292022567, ""HCP_A3#2"": 0.0016170037490302516}",0.8,0.005,773.0
0.8,0.115,0.0,0.08,0.005,"{""BCC_B2#1"": 0.988866022336162, ""C15_LAVES#1"": 0.007134805080072726, ""FCC_L12#1"": 0.0007104945964787027, ""HCP_A3#2"": 0.0024191639325670637, ""ZRO2_MONO#1"": 0.000869514054719707}",0.8,0.005,773.0
0.8,0.115,0.005,0.075,0.005,"{""BCC_B2#1"": 0.9887333490450823, ""C15_LAVES#1"": 0.0073014379423010445, ""FCC_L12#1"": 0.000702839031896703, ""HCP_A3#2"": 0.002402400090685863, ""ZRO2_MONO#1"": 0.0008599738900339967}",0.8,0.005,773.0
0.8,0.115,0.01,0.07,0.005,"{""BCC_B2#1"": 0.9886114001314629, ""C15_LAVES#1"": 0.0074571250930911895, ""FCC_L12#1"": 0.0006952614369400422, ""HCP_A3#2"": 0.0023857817918733, ""ZRO2_MONO#1"": 0.0008504315466328338}",0.8,0.005,773.0
0.8,0.115,0.015,0.065,0.005,"{""BCC_B2#1"": 0.9885010133560946, ""C15_LAVES#1"": 0.007601076539540117, ""FCC_L12#1"": 0.0006877451029612353, ""HCP_A3#2"": 0.0023692760632477877, ""ZRO2_MONO#1"": 0.0008408889381562997}",0.8,0.005,773.0
0.8,0.115,0.02,0.06,0.005,"{""BCC_B2#1"": 0.988402537517727, ""C15_LAVES#1"": 0.0077329932232798135, ""FCC_L12#1"": 0.0006802768539366762, ""HCP_A3#2"": 0.00235284968726236, ""ZRO2_MONO#1"": 0.000831342717794108}",0.8,0.005,773.0
0.8,0.115,0.025,0.055,0.005,"{""BCC_B2#1"": 0.9883160229782811, ""C15_LAVES#1"": 0.007852867559227093, ""FCC_L12#1"": 0.0006728462975515514, ""HCP_A3#2"": 0.0023364696220787707, ""ZRO2_MONO#1"": 0.0008217935428616066}",0.8,0.005,773.0
0.8,0.115,0.03,0.05,0.005,"{""BCC_B2#1"": 0.9866184715565665, ""C15_LAVES#1"": 0.00875054294808591, ""FCC_L12#1"": 0.000665479609813867, ""HCP_A3#1"": 0.0023174917843456215, ""HCP_A3#2"": 0.001648014101188054}",0.8,0.005,773.0
0.8,0.115,0.035,0.045,0.005,"{""BCC_B2#1"": 0.9865644652584058, ""C15_LAVES#1"": 0.008839334858300988, ""FCC_L12#1"": 0.0006580805833890521, ""HCP_A3#1"": 0.002300660180112812, ""HCP_A3#2"": 0.001637459119791332}",0.8,0.005,773.0
0.8,0.115,0.04,0.04,0.005,"{""BCC_B2#1"": 0.9865208128644531, ""C15_LAVES#1"": 0.008916417522946838, ""FCC_L12#1"": 0.0006506979438746823, ""HCP_A3#1"": 0.002283859256701495, ""HCP_A3#2"": 0.0016282124120240054}",0.8,0.005,773.0
0.8,0.115,0.045,0.035,0.005,"{""BCC_B2#1"": 0.9864873271535547, ""C15_LAVES#1"": 0.008982006086346759, ""FCC_L12#1"": 0.0006433278907048365, ""HCP_A3#1"": 0.0022670513789721826, ""HCP_A3#2"": 0.001620287490421724}",0.8,0.005,773.0
0.8,0.115,0.05,0.03,0.005,"{""BCC_B2#1"": 0.9864638821306788, ""C15_LAVES#1"": 0.00903625375774299, ""FCC_L12#1"": 0.0006359673575436962, ""HCP_A3#1"": 0.0022501989299371548, ""HCP_A3#2"": 0.0016136978240974332}",0.8,0.005,773.0
0.8,0.115,0.055,0.025,0.005,"{""BCC_B2#1"": 0.9864504324659489, ""C15_LAVES#1"": 0.009079231511104468, ""FCC_L12#1"": 0.0006286138415121399, ""HCP_A3#1"": 0.0022332660345246915, ""HCP_A3#2"": 0.0016084561469099008}",0.8,0.005,773.0
0.8,0.115,0.06,0.02,0.005,"{""BCC_B2#1"": 0.9864470288533137, ""C15_LAVES#1"": 0.0091109123829547, ""FCC_L12#1"": 0.0006212652723914326, ""HCP_A3#1"": 0.0022162195190855404, ""HCP_A3#2"": 0.0016045739722546691}",0.8,0.005,773.0
0.8,0.115,0.065,0.015,0.005,"{""BCC_B2#1"": 0.9864538312256409, ""C15_LAVES#1"": 0.009131158328681012, ""FCC_L12#1"": 0.0006139199123125152, ""HCP_A3#1"": 0.00219902939729618, ""HCP_A3#2"": 0.001602061136069488}",0.8,0.005,773.0
0.8,0.115,0.07,0.01,0.005,"{""BCC_B2#1"": 0.9864711213659452, ""C15_LAVES#1"": 0.009139708059328712, ""FCC_L12#1"": 0.0006065762787130527, ""HCP_A3#1"": 0.0021816690700532096, ""HCP_A3#2"": 0.001600925225959638}",0.8,0.005,773.0
0.8,0.115,0.075,0.005,0.005,"{""BCC_B2#1"": 0.9864993160827777, ""C15_LAVES#1"": 0.009136164701304055, ""FCC_L12#1"": 0.0005992330849228225, ""HCP_A3#1"": 0.002164115355567772, ""HCP_A3#2"": 0.0016011707754274112}",0.8,0.005,773.0
0.8,0.115,0.08,0.0,0.005,"{""BCC_B2#1"": 0.9865389818592696, ""C15_LAVES#1"": 0.009119982424011533, ""FCC_L12#1"": 0.0005918891941522419, ""HCP_A3#1"": 0.002146348418969439, ""HCP_A3#2"": 0.0016027981035975222}",0.8,0.005,773.0
0.8,0.12,0.0,0.075,0.005,"{""BCC_B2#1"": 0.9888263785573792, ""C15_LAVES#1"": 0.007218194335669069, ""FCC_L12#1"": 0.0007028867251144508, ""HCP_A3#2"": 0.002392274663329117, ""ZRO2_MONO#1"": 0.0008602657185081308}",0.8,0.005,773.0
0.8,0.12,0.005,0.07,0.005,"{""BCC_B2#1"": 0.9886912155415924, ""C15_LAVES#1"": 0.007387270965207743, ""FCC_L12#1"": 0.0006952184537491253, ""HCP_A3#2"": 0.002375570092071822, ""ZRO2_MONO#1"": 0.0008507249473784106}",0.8,0.005,773.0
0.8,0.12,0.01,0.065,0.005,"{""BCC_B2#1"": 0.9885671930784866, ""C15_LAVES#1"": 0.0075449796763216274, ""FCC_L12#1"": 0.0006876317042138113, ""HCP_A3#2"": 0.00235901329784021, ""ZRO2_MONO#1"": 0.0008411822431376338}",0.8,0.005,773.0
0.8,0.12,0.015,0.06,0.005,"{""BCC_B2#1"": 0.9884551995601512, ""C15_LAVES#1"": 0.007690484844000967, ""FCC_L12#1"": 0.0006801085859161428, ""HCP_A3#2"": 0.0023425695507760403, ""ZRO2_MONO#1"": 0.0008316374591556634}",0.8,0.005,773.0
0.8,0.12,0.02,0.055,0.005,"{""BCC_B2#1"": 0.9883555806464214, ""C15_LAVES#1"": 0.00782348959570951, ""FCC_L12#1"": 0.00067263508917181, ""HCP_A3#2"": 0.0023262040064889666, ""ZRO2_MONO#1"": 0.0008220906622083423}",0.8,0.005,773.0
0.8,0.12,0.025,0.05,0.005,"{""BCC_B2#1"": 0.9882683673420302, ""C15_LAVES#1"": 0.00794401065563055, ""FCC_L12#1"": 0.0006652002461479531, ""HCP_A3#2"": 0.0023098821391671653, ""ZRO2_MONO#1"": 0.0008125396170240529}",0.8,0.005,773.0
0.8,0.12,0.03,0.045,0.005,"{""BCC_B2#1"": 0.986587574743852, ""C15_LAVES#1"": 0.00883333920632758, ""FCC_L12#1"": 0.0006578222093627045, ""HCP_A3#1"": 0.002290719921473644, ""HCP_A3#2"": 0.001630543918984028}",0.8,0.005,773.0
0.8,0.12,0.035,0.04,0.005,"{""BCC_B2#1"": 0.9865332721301192, ""C15_LAVES#1"": 0.00892205448307589, ""FCC_L12#1"": 0.0006504187142165241, ""HCP_A3#1"": 0.0022739182246808696, ""HCP_A3#2"": 0.0016203364479072688}",0.8,0.005,773.0
0.8,0.12,0.04,0.035,0.005,"{""BCC_B2#1"": 0.9864896438997742, ""C15_LAVES#1"": 0.008998695179910565, ""FCC_L12#1"": 0.0006430316807124011, ""HCP_A3#1"": 0.0022571439577819775, ""HCP_A3#2"": 0.0016114852818207178}",0.8,0.005,773.0
0.8,0.12,0.045,0.03,0.005,"{""BCC_B2#1"": 0.9864564822459055, ""C15_LAVES#1"": 0.009063498186414408, ""FCC_L12#1"": 0.0006356571911223797, ""HCP_A3#1"": 0.0022403574855003783, ""HCP_A3#2"": 0.0016040048910572256}",0.8,0.005,773.0
0.8,0.12,0.05,0.025,0.005,"{""BCC_B2#1"": 0.9864336476187124, ""C15_LAVES#1"": 0.009116630774797766, ""FCC_L12#1"": 0.0006282921017297949, ""HCP_A3#1"": 0.002223519451135325, ""HCP_A3#2"": 0.0015979100536246517}",0.8,0.005,773.0
0.8,0.12,0.055,0.02,0.005,"{""BCC_B2#1"": 0.9864210887352357, ""C15_LAVES#1"": 0.009158169709561766, ""FCC_L12#1"": 0.0006209338592746598, ""HCP_A3#1"": 0.00220659253931529, ""HCP_A3#2"": 0.0015932151566125277}",0.8,0.005,773.0
0.8,0.12,0.06,0.015,0.005,"{""BCC_B2#1"": 0.9864188581336454, ""C15_LAVES#1"": 0.009188085369934738, ""FCC_L12#1"": 0.0006135803614445161, ""HCP_A3#1"": 0.002189542428002135, ""HCP_A3#2"": 0.001589933706973189}",0.8,0.005,773.0
0.8,0.12,0.065,0.01,0.005,"{""BCC_B2#1"": 0.986427125497274, ""C15_LAVES#1"": 0.009206228546174033, ""FCC_L12#1"": 0.0006062298506970921, ""HCP_A3#1"": 0.0021723382492258294, ""HCP_A3#2"": 0.0015880778566291012}",0.8,0.005,773.0
0.8,0.12,0.07,0.005,0.005,"{""BCC_B2#1"": 0.9864461904404392, ""C15_LAVES#1"": 0.009212318178205775, ""FCC_L12#1"": 0.0005988808332362263, ""HCP_A3#1"": 0.002154952759931891, ""HCP_A3#2"": 0.0015876577881871233}",0.8,0.005,773.0
0.8,0.12,0.075,0.0,0.005,"{""BCC_B2#1"": 0.9864764960108513, ""C15_LAVES#1"": 0.00920592879798571, ""FCC_L12#1"": 0.0005915320169289649, ""HCP_A3#1"": 0.0021373623450109507, ""HCP_A3#2"": 0.0015886808292231544}",0.8,0.005,773.0
0.8,0.125,0.0,0.07,0.005,"{""BCC_B2#1"": 0.9887880105215857, ""C15_LAVES#1"": 0.007299907256875819, ""FCC_L12#1"": 0.0006952961083553303, ""HCP_A3#2"": 0.0023657691564566105, ""ZRO2_MONO#1"": 0.000851016956726521}",0.8,0.005,773.0
0.8,0.125,0.005,0.065,0.005,"{""BCC_B2#1"": 0.9886505904148073, ""C15_LAVES#1"": 0.007471197709222045, ""FCC_L12#1"": 0.0006876177350423642, ""HCP_A3#2"": 0.0023491186254725686, ""ZRO2_MONO#1"": 0.000841475515455774}",0.8,0.005,773.0
0.8,0.125,0.01,0.06,0.005,"{""BCC_B2#1"": 0.9885247268835778, ""C15_LAVES#1"": 0.0076306984750651365, ""FCC_L12#1"": 0.0006800238596650496, ""HCP_A3#2"": 0.0023326188258653443, ""ZRO2_MONO#1"": 0.0008319319558265861}",0.8,0.005,773.0
0.8,0.125,0.015,0.055,0.005,"{""BCC_B2#1"": 0.9884113540399561, ""C15_LAVES#1"": 0.007777531380840736, ""FCC_L12#1"": 0.0006724955161812619, ""HCP_A3#2"": 0.0023162330061448676, ""ZRO2_MONO#1"": 0.0008223860568770591}",0.8,0.005,773.0
0.8,0.125,0.02,0.05,0.005,"{""BCC_B2#1"": 0.9883108152377906, ""C15_LAVES#1"": 0.007911404589761847, ""FCC_L12#1"": 0.0006650179547756363, ""HCP_A3#2"": 0.002299924526114802, ""ZRO2_MONO#1"": 0.0008128376915571609}",0.8,0.005,773.0
0.8,0.125,0.025,0.045,0.005,"{""BCC_B2#1"": 0.988223117417381, ""C15_LAVES#1"": 0.008032360744352617, ""FCC_L12#1"": 0.0006575797051125351, ""HCP_A3#2"": 0.002283657247960071, ""ZRO2_MONO#1"": 0.0008032848851935434}",0.8,0.005,773.0
0.8,0.125,0.03,0.04,0.005,"{""BCC_B2#1"": 0.9865592428670137, ""C15_LAVES#1"": 0.008913124021655585, ""FCC_L12#1"": 0.0006501913190748018, ""HCP_A3#1"": 0.0022643277386343408, ""HCP_A3#2"": 0.0016131140536215162}",0.8,0.005,773.0
0.8,0.125,0.035,0.035,0.005,"{""BCC_B2#1"": 0.9865048307307112, ""C15_LAVES#1"": 0.009001559526199228, ""FCC_L12#1"": 0.0006427838075809867, ""HCP_A3#1"": 0.002247554218733464, ""HCP_A3#2"": 0.0016032717167753638}",0.8,0.005,773.0
